"Pathway","Gene","Contrast","Database","p.adjust"
"GOBP_CEMENTUM_MINERALIZATION","9200","Enza_vs_Control_DHT","GO_BP",0.0308400864093944
"GOBP_RESPONSE_TO_ALKALOID","2289","Enza_vs_Control_DHT","GO_BP",0.0362866319413224
"GOBP_RESPONSE_TO_ALKALOID","4986","Enza_vs_Control_DHT","GO_BP",0.0362866319413224
"GOBP_RESPONSE_TO_ALKALOID","9455","Enza_vs_Control_DHT","GO_BP",0.0362866319413224
"GOBP_RESPONSE_TO_ALKALOID","590","Enza_vs_Control_DHT","GO_BP",0.0362866319413224
"GOBP_RESPONSE_TO_ALKALOID","55151","Enza_vs_Control_DHT","GO_BP",0.0362866319413224
"GOBP_RESPONSE_TO_ALKALOID","27092","Enza_vs_Control_DHT","GO_BP",0.0362866319413224
"GOBP_RESPONSE_TO_ALKALOID","7052","Enza_vs_Control_DHT","GO_BP",0.0362866319413224
"GOBP_RESPONSE_TO_ALKALOID","5999","Enza_vs_Control_DHT","GO_BP",0.0362866319413224
"GOBP_RESPONSE_TO_ALKALOID","221935","Enza_vs_Control_DHT","GO_BP",0.0362866319413224
"GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_MIGRATION","4345","Enza_vs_Control_DHT","GO_BP",0.0362866319413224
"GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_MIGRATION","9466","Enza_vs_Control_DHT","GO_BP",0.0362866319413224
"GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_MIGRATION","5734","Enza_vs_Control_DHT","GO_BP",0.0362866319413224
"GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_MIGRATION","100532736","Enza_vs_Control_DHT","GO_BP",0.0362866319413224
"GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_MIGRATION","4856","Enza_vs_Control_DHT","GO_BP",0.0362866319413224
"GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_MIGRATION","4681","Enza_vs_Control_DHT","GO_BP",0.0362866319413224
"GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_MIGRATION","1803","Enza_vs_Control_DHT","GO_BP",0.0362866319413224
"GOBP_ACETYL_COA_METABOLIC_PROCESS","31","Enza_vs_Control_DHT","GO_BP",0.0395686513253161
"GOBP_ACETYL_COA_METABOLIC_PROCESS","51166","Enza_vs_Control_DHT","GO_BP",0.0395686513253161
"GOBP_ACETYL_COA_METABOLIC_PROCESS","2194","Enza_vs_Control_DHT","GO_BP",0.0395686513253161
"GOBP_ACETYL_COA_METABOLIC_PROCESS","3157","Enza_vs_Control_DHT","GO_BP",0.0395686513253161
"GOBP_ACETYL_COA_METABOLIC_PROCESS","25874","Enza_vs_Control_DHT","GO_BP",0.0395686513253161
"GOBP_ACETYL_COA_METABOLIC_PROCESS","51268","Enza_vs_Control_DHT","GO_BP",0.0395686513253161
"GOBP_FATTY_ACID_DERIVATIVE_METABOLIC_PROCESS","60481","Enza_vs_Control_DHT","GO_BP",0.039816957493795
"GOBP_FATTY_ACID_DERIVATIVE_METABOLIC_PROCESS","79993","Enza_vs_Control_DHT","GO_BP",0.039816957493795
"GOBP_FATTY_ACID_DERIVATIVE_METABOLIC_PROCESS","31","Enza_vs_Control_DHT","GO_BP",0.039816957493795
"GOBP_FATTY_ACID_DERIVATIVE_METABOLIC_PROCESS","2181","Enza_vs_Control_DHT","GO_BP",0.039816957493795
"GOBP_FATTY_ACID_DERIVATIVE_METABOLIC_PROCESS","3248","Enza_vs_Control_DHT","GO_BP",0.039816957493795
"GOBP_FATTY_ACID_DERIVATIVE_METABOLIC_PROCESS","2194","Enza_vs_Control_DHT","GO_BP",0.039816957493795
"GOBP_FATTY_ACID_DERIVATIVE_METABOLIC_PROCESS","2180","Enza_vs_Control_DHT","GO_BP",0.039816957493795
"GOBP_FATTY_ACID_DERIVATIVE_METABOLIC_PROCESS","9415","Enza_vs_Control_DHT","GO_BP",0.039816957493795
"GOBP_FATTY_ACID_DERIVATIVE_METABOLIC_PROCESS","9200","Enza_vs_Control_DHT","GO_BP",0.039816957493795
"GOBP_AMIDE_METABOLIC_PROCESS","60481","Enza_vs_Control_DHT","GO_BP",0.041882087761716
"GOBP_AMIDE_METABOLIC_PROCESS","79993","Enza_vs_Control_DHT","GO_BP",0.041882087761716
"GOBP_AMIDE_METABOLIC_PROCESS","31","Enza_vs_Control_DHT","GO_BP",0.041882087761716
"GOBP_AMIDE_METABOLIC_PROCESS","51166","Enza_vs_Control_DHT","GO_BP",0.041882087761716
"GOBP_AMIDE_METABOLIC_PROCESS","3949","Enza_vs_Control_DHT","GO_BP",0.041882087761716
"GOBP_AMIDE_METABOLIC_PROCESS","2181","Enza_vs_Control_DHT","GO_BP",0.041882087761716
"GOBP_AMIDE_METABOLIC_PROCESS","8611","Enza_vs_Control_DHT","GO_BP",0.041882087761716
"GOBP_AMIDE_METABOLIC_PROCESS","590","Enza_vs_Control_DHT","GO_BP",0.041882087761716
"GOBP_AMIDE_METABOLIC_PROCESS","2194","Enza_vs_Control_DHT","GO_BP",0.041882087761716
"GOBP_AMIDE_METABOLIC_PROCESS","8869","Enza_vs_Control_DHT","GO_BP",0.041882087761716
"GOBP_AMIDE_METABOLIC_PROCESS","116285","Enza_vs_Control_DHT","GO_BP",0.041882087761716
"GOBP_AMIDE_METABOLIC_PROCESS","2180","Enza_vs_Control_DHT","GO_BP",0.041882087761716
"GOBP_AMIDE_METABOLIC_PROCESS","3157","Enza_vs_Control_DHT","GO_BP",0.041882087761716
"GOBP_AMIDE_METABOLIC_PROCESS","6610","Enza_vs_Control_DHT","GO_BP",0.041882087761716
"GOBP_AMIDE_METABOLIC_PROCESS","9619","Enza_vs_Control_DHT","GO_BP",0.041882087761716
"GOBP_AMIDE_METABOLIC_PROCESS","3156","Enza_vs_Control_DHT","GO_BP",0.041882087761716
"GOBP_AMIDE_METABOLIC_PROCESS","81849","Enza_vs_Control_DHT","GO_BP",0.041882087761716
"GOBP_AMIDE_METABOLIC_PROCESS","123099","Enza_vs_Control_DHT","GO_BP",0.041882087761716
"GOBP_AMIDE_METABOLIC_PROCESS","25874","Enza_vs_Control_DHT","GO_BP",0.041882087761716
"GOBP_AMIDE_METABOLIC_PROCESS","64781","Enza_vs_Control_DHT","GO_BP",0.041882087761716
"GOBP_AMIDE_METABOLIC_PROCESS","51022","Enza_vs_Control_DHT","GO_BP",0.041882087761716
"GOBP_AMIDE_METABOLIC_PROCESS","1803","Enza_vs_Control_DHT","GO_BP",0.041882087761716
"GOBP_AMIDE_METABOLIC_PROCESS","9200","Enza_vs_Control_DHT","GO_BP",0.041882087761716
"GOBP_AMIDE_METABOLIC_PROCESS","51268","Enza_vs_Control_DHT","GO_BP",0.041882087761716
"GOBP_AMIDE_METABOLIC_PROCESS","242","Enza_vs_Control_DHT","GO_BP",0.041882087761716
"GOBP_FARNESYL_DIPHOSPHATE_METABOLIC_PROCESS","403313","Enza_vs_Control_DHT","GO_BP",0.041882087761716
"GOBP_FARNESYL_DIPHOSPHATE_METABOLIC_PROCESS","3157","Enza_vs_Control_DHT","GO_BP",0.041882087761716
"GOBP_FARNESYL_DIPHOSPHATE_METABOLIC_PROCESS","2222","Enza_vs_Control_DHT","GO_BP",0.041882087761716
"GOBP_NEGATIVE_REGULATION_OF_MONOCYTE_CHEMOTAXIS","100532736","Enza_vs_Control_DHT","GO_BP",0.041882087761716
"GOBP_NEGATIVE_REGULATION_OF_MONOCYTE_CHEMOTAXIS","4856","Enza_vs_Control_DHT","GO_BP",0.041882087761716
"GOBP_NEGATIVE_REGULATION_OF_MONOCYTE_CHEMOTAXIS","4681","Enza_vs_Control_DHT","GO_BP",0.041882087761716
"GOBP_REGULATION_OF_BASEMENT_MEMBRANE_ORGANIZATION","3915","Enza_vs_Control_DHT","GO_BP",0.041882087761716
"GOBP_REGULATION_OF_BASEMENT_MEMBRANE_ORGANIZATION","3912","Enza_vs_Control_DHT","GO_BP",0.041882087761716
"GOBP_REGULATION_OF_BASEMENT_MEMBRANE_ORGANIZATION","284217","Enza_vs_Control_DHT","GO_BP",0.041882087761716
"GOBP_CARDIAC_RIGHT_VENTRICLE_MORPHOGENESIS","6604","Enza_vs_Control_DHT","GO_BP",0.0431030557068203
"GOBP_CARDIAC_RIGHT_VENTRICLE_MORPHOGENESIS","10512","Enza_vs_Control_DHT","GO_BP",0.0431030557068203
"GOBP_CARDIAC_RIGHT_VENTRICLE_MORPHOGENESIS","55636","Enza_vs_Control_DHT","GO_BP",0.0431030557068203
"GOBP_CARDIAC_RIGHT_VENTRICLE_MORPHOGENESIS","657","Enza_vs_Control_DHT","GO_BP",0.0431030557068203
"GOBP_UNSATURATED_FATTY_ACID_BIOSYNTHETIC_PROCESS","60481","Enza_vs_Control_DHT","GO_BP",0.0431030557068203
"GOBP_UNSATURATED_FATTY_ACID_BIOSYNTHETIC_PROCESS","79993","Enza_vs_Control_DHT","GO_BP",0.0431030557068203
"GOBP_UNSATURATED_FATTY_ACID_BIOSYNTHETIC_PROCESS","6319","Enza_vs_Control_DHT","GO_BP",0.0431030557068203
"GOBP_UNSATURATED_FATTY_ACID_BIOSYNTHETIC_PROCESS","8644","Enza_vs_Control_DHT","GO_BP",0.0431030557068203
"GOBP_UNSATURATED_FATTY_ACID_BIOSYNTHETIC_PROCESS","9415","Enza_vs_Control_DHT","GO_BP",0.0431030557068203
"GOBP_UNSATURATED_FATTY_ACID_BIOSYNTHETIC_PROCESS","1907","Enza_vs_Control_DHT","GO_BP",0.0431030557068203
"GOBP_UNSATURATED_FATTY_ACID_BIOSYNTHETIC_PROCESS","79966","Enza_vs_Control_DHT","GO_BP",0.0431030557068203
"GOBP_STEROID_BIOSYNTHETIC_PROCESS","403313","Enza_vs_Control_DHT","GO_BP",0.043752451781766
"GOBP_STEROID_BIOSYNTHETIC_PROCESS","10682","Enza_vs_Control_DHT","GO_BP",0.043752451781766
"GOBP_STEROID_BIOSYNTHETIC_PROCESS","1718","Enza_vs_Control_DHT","GO_BP",0.043752451781766
"GOBP_STEROID_BIOSYNTHETIC_PROCESS","3157","Enza_vs_Control_DHT","GO_BP",0.043752451781766
"GOBP_STEROID_BIOSYNTHETIC_PROCESS","1717","Enza_vs_Control_DHT","GO_BP",0.043752451781766
"GOBP_STEROID_BIOSYNTHETIC_PROCESS","9619","Enza_vs_Control_DHT","GO_BP",0.043752451781766
"GOBP_STEROID_BIOSYNTHETIC_PROCESS","3156","Enza_vs_Control_DHT","GO_BP",0.043752451781766
"GOBP_STEROID_BIOSYNTHETIC_PROCESS","8644","Enza_vs_Control_DHT","GO_BP",0.043752451781766
"GOBP_STEROID_BIOSYNTHETIC_PROCESS","2222","Enza_vs_Control_DHT","GO_BP",0.043752451781766
"GOBP_STEROID_BIOSYNTHETIC_PROCESS","3638","Enza_vs_Control_DHT","GO_BP",0.043752451781766
"GOBP_STEROID_BIOSYNTHETIC_PROCESS","1583","Enza_vs_Control_DHT","GO_BP",0.043752451781766
"GOBP_STEROID_BIOSYNTHETIC_PROCESS","6591","Enza_vs_Control_DHT","GO_BP",0.043752451781766
"GOBP_LONG_CHAIN_FATTY_ACYL_COA_METABOLIC_PROCESS","60481","Enza_vs_Control_DHT","GO_BP",0.043752451781766
"GOBP_LONG_CHAIN_FATTY_ACYL_COA_METABOLIC_PROCESS","79993","Enza_vs_Control_DHT","GO_BP",0.043752451781766
"GOBP_LONG_CHAIN_FATTY_ACYL_COA_METABOLIC_PROCESS","2181","Enza_vs_Control_DHT","GO_BP",0.043752451781766
"GOBP_LONG_CHAIN_FATTY_ACYL_COA_METABOLIC_PROCESS","2180","Enza_vs_Control_DHT","GO_BP",0.043752451781766
"GOBP_LONG_CHAIN_FATTY_ACYL_COA_METABOLIC_PROCESS","9200","Enza_vs_Control_DHT","GO_BP",0.043752451781766
"GOBP_POSITIVE_REGULATION_OF_SECRETION","4986","Enza_vs_Control_DHT","GO_BP",0.0457520775576907
"GOBP_POSITIVE_REGULATION_OF_SECRETION","5873","Enza_vs_Control_DHT","GO_BP",0.0457520775576907
"GOBP_POSITIVE_REGULATION_OF_SECRETION","2181","Enza_vs_Control_DHT","GO_BP",0.0457520775576907
"GOBP_POSITIVE_REGULATION_OF_SECRETION","5208","Enza_vs_Control_DHT","GO_BP",0.0457520775576907
"GOBP_POSITIVE_REGULATION_OF_SECRETION","4824","Enza_vs_Control_DHT","GO_BP",0.0457520775576907
"GOBP_POSITIVE_REGULATION_OF_SECRETION","2150","Enza_vs_Control_DHT","GO_BP",0.0457520775576907
"GOBP_POSITIVE_REGULATION_OF_SECRETION","79971","Enza_vs_Control_DHT","GO_BP",0.0457520775576907
"GOBP_POSITIVE_REGULATION_OF_SECRETION","2550","Enza_vs_Control_DHT","GO_BP",0.0457520775576907
"GOBP_POSITIVE_REGULATION_OF_SECRETION","9619","Enza_vs_Control_DHT","GO_BP",0.0457520775576907
"GOBP_POSITIVE_REGULATION_OF_SECRETION","8647","Enza_vs_Control_DHT","GO_BP",0.0457520775576907
"GOBP_POSITIVE_REGULATION_OF_SECRETION","6833","Enza_vs_Control_DHT","GO_BP",0.0457520775576907
"GOBP_POSITIVE_REGULATION_OF_SECRETION","2746","Enza_vs_Control_DHT","GO_BP",0.0457520775576907
"GOBP_POSITIVE_REGULATION_OF_SECRETION","25924","Enza_vs_Control_DHT","GO_BP",0.0457520775576907
"GOBP_POSITIVE_REGULATION_OF_SECRETION","25874","Enza_vs_Control_DHT","GO_BP",0.0457520775576907
"GOBP_POSITIVE_REGULATION_OF_SECRETION","222546","Enza_vs_Control_DHT","GO_BP",0.0457520775576907
"GOBP_POSITIVE_REGULATION_OF_SECRETION","93664","Enza_vs_Control_DHT","GO_BP",0.0457520775576907
"GOBP_POSITIVE_REGULATION_OF_SECRETION","81285","Enza_vs_Control_DHT","GO_BP",0.0457520775576907
"GOBP_POSITIVE_REGULATION_OF_SECRETION","242","Enza_vs_Control_DHT","GO_BP",0.0457520775576907
"WP_CHOLESTEROL_METABOLISM_WITH_BLOCH_AND_KANDUTSCHRUSSELL_PATHWAYS","60481","Apalu_vs_Control_DHT","WikiPathways",1.23308209544776e-06
"WP_CHOLESTEROL_METABOLISM_WITH_BLOCH_AND_KANDUTSCHRUSSELL_PATHWAYS","2181","Apalu_vs_Control_DHT","WikiPathways",1.23308209544776e-06
"WP_CHOLESTEROL_METABOLISM_WITH_BLOCH_AND_KANDUTSCHRUSSELL_PATHWAYS","2194","Apalu_vs_Control_DHT","WikiPathways",1.23308209544776e-06
"WP_CHOLESTEROL_METABOLISM_WITH_BLOCH_AND_KANDUTSCHRUSSELL_PATHWAYS","10682","Apalu_vs_Control_DHT","WikiPathways",1.23308209544776e-06
"WP_CHOLESTEROL_METABOLISM_WITH_BLOCH_AND_KANDUTSCHRUSSELL_PATHWAYS","1718","Apalu_vs_Control_DHT","WikiPathways",1.23308209544776e-06
"WP_CHOLESTEROL_METABOLISM_WITH_BLOCH_AND_KANDUTSCHRUSSELL_PATHWAYS","6646","Apalu_vs_Control_DHT","WikiPathways",1.23308209544776e-06
"WP_CHOLESTEROL_METABOLISM_WITH_BLOCH_AND_KANDUTSCHRUSSELL_PATHWAYS","6319","Apalu_vs_Control_DHT","WikiPathways",1.23308209544776e-06
"WP_CHOLESTEROL_METABOLISM_WITH_BLOCH_AND_KANDUTSCHRUSSELL_PATHWAYS","1717","Apalu_vs_Control_DHT","WikiPathways",1.23308209544776e-06
"WP_CHOLESTEROL_METABOLISM_WITH_BLOCH_AND_KANDUTSCHRUSSELL_PATHWAYS","9619","Apalu_vs_Control_DHT","WikiPathways",1.23308209544776e-06
"WP_CHOLESTEROL_METABOLISM_WITH_BLOCH_AND_KANDUTSCHRUSSELL_PATHWAYS","3157","Apalu_vs_Control_DHT","WikiPathways",1.23308209544776e-06
"WP_CHOLESTEROL_METABOLISM_WITH_BLOCH_AND_KANDUTSCHRUSSELL_PATHWAYS","2222","Apalu_vs_Control_DHT","WikiPathways",1.23308209544776e-06
"WP_CHOLESTEROL_METABOLISM_WITH_BLOCH_AND_KANDUTSCHRUSSELL_PATHWAYS","9415","Apalu_vs_Control_DHT","WikiPathways",1.23308209544776e-06
"WP_OMEGA9_FATTY_ACID_SYNTHESIS","60481","Apalu_vs_Control_DHT","WikiPathways",0.000287297301577846
"WP_OMEGA9_FATTY_ACID_SYNTHESIS","2181","Apalu_vs_Control_DHT","WikiPathways",0.000287297301577846
"WP_OMEGA9_FATTY_ACID_SYNTHESIS","2194","Apalu_vs_Control_DHT","WikiPathways",0.000287297301577846
"WP_OMEGA9_FATTY_ACID_SYNTHESIS","6319","Apalu_vs_Control_DHT","WikiPathways",0.000287297301577846
"WP_OMEGA9_FATTY_ACID_SYNTHESIS","9415","Apalu_vs_Control_DHT","WikiPathways",0.000287297301577846
"WP_OMEGA9_FATTY_ACID_SYNTHESIS","79966","Apalu_vs_Control_DHT","WikiPathways",0.000287297301577846
"WP_CHOLESTEROL_BIOSYNTHESIS_PATHWAY_IN_HEPATOCYTES","60481","Apalu_vs_Control_DHT","WikiPathways",0.00109145938507042
"WP_CHOLESTEROL_BIOSYNTHESIS_PATHWAY_IN_HEPATOCYTES","403313","Apalu_vs_Control_DHT","WikiPathways",0.00109145938507042
"WP_CHOLESTEROL_BIOSYNTHESIS_PATHWAY_IN_HEPATOCYTES","2181","Apalu_vs_Control_DHT","WikiPathways",0.00109145938507042
"WP_CHOLESTEROL_BIOSYNTHESIS_PATHWAY_IN_HEPATOCYTES","10682","Apalu_vs_Control_DHT","WikiPathways",0.00109145938507042
"WP_CHOLESTEROL_BIOSYNTHESIS_PATHWAY_IN_HEPATOCYTES","1718","Apalu_vs_Control_DHT","WikiPathways",0.00109145938507042
"WP_CHOLESTEROL_BIOSYNTHESIS_PATHWAY_IN_HEPATOCYTES","8647","Apalu_vs_Control_DHT","WikiPathways",0.00109145938507042
"WP_CHOLESTEROL_BIOSYNTHESIS_PATHWAY_IN_HEPATOCYTES","6319","Apalu_vs_Control_DHT","WikiPathways",0.00109145938507042
"WP_CHOLESTEROL_BIOSYNTHESIS_PATHWAY_IN_HEPATOCYTES","1717","Apalu_vs_Control_DHT","WikiPathways",0.00109145938507042
"WP_CHOLESTEROL_BIOSYNTHESIS_PATHWAY_IN_HEPATOCYTES","9619","Apalu_vs_Control_DHT","WikiPathways",0.00109145938507042
"WP_CHOLESTEROL_BIOSYNTHESIS_PATHWAY_IN_HEPATOCYTES","3157","Apalu_vs_Control_DHT","WikiPathways",0.00109145938507042
"WP_CHOLESTEROL_BIOSYNTHESIS_PATHWAY_IN_HEPATOCYTES","2222","Apalu_vs_Control_DHT","WikiPathways",0.00109145938507042
"WP_CHOLESTEROL_BIOSYNTHESIS_PATHWAY_IN_HEPATOCYTES","9415","Apalu_vs_Control_DHT","WikiPathways",0.00109145938507042
"WP_CHOLESTEROL_BIOSYNTHESIS_PATHWAY_IN_HEPATOCYTES","1583","Apalu_vs_Control_DHT","WikiPathways",0.00109145938507042
"WP_CHOLESTEROL_SYNTHESIS_DISORDERS","10682","Apalu_vs_Control_DHT","WikiPathways",0.00751745952164887
"WP_CHOLESTEROL_SYNTHESIS_DISORDERS","1718","Apalu_vs_Control_DHT","WikiPathways",0.00751745952164887
"WP_CHOLESTEROL_SYNTHESIS_DISORDERS","1717","Apalu_vs_Control_DHT","WikiPathways",0.00751745952164887
"WP_CHOLESTEROL_SYNTHESIS_DISORDERS","3157","Apalu_vs_Control_DHT","WikiPathways",0.00751745952164887
"WP_CHOLESTEROL_SYNTHESIS_DISORDERS","2222","Apalu_vs_Control_DHT","WikiPathways",0.00751745952164887
"WP_CHOLESTEROL_METABOLISM","3949","Apalu_vs_Control_DHT","WikiPathways",0.00751745952164887
"WP_CHOLESTEROL_METABOLISM","10682","Apalu_vs_Control_DHT","WikiPathways",0.00751745952164887
"WP_CHOLESTEROL_METABOLISM","1718","Apalu_vs_Control_DHT","WikiPathways",0.00751745952164887
"WP_CHOLESTEROL_METABOLISM","6646","Apalu_vs_Control_DHT","WikiPathways",0.00751745952164887
"WP_CHOLESTEROL_METABOLISM","8647","Apalu_vs_Control_DHT","WikiPathways",0.00751745952164887
"WP_CHOLESTEROL_METABOLISM","1717","Apalu_vs_Control_DHT","WikiPathways",0.00751745952164887
"WP_CHOLESTEROL_METABOLISM","4864","Apalu_vs_Control_DHT","WikiPathways",0.00751745952164887
"WP_CHOLESTEROL_METABOLISM","3157","Apalu_vs_Control_DHT","WikiPathways",0.00751745952164887
"WP_CHOLESTEROL_METABOLISM","2222","Apalu_vs_Control_DHT","WikiPathways",0.00751745952164887
"WP_STEROL_REGULATORY_ELEMENTBINDING_PROTEINS_SREBP_SIGNALING","31","Apalu_vs_Control_DHT","WikiPathways",0.00751745952164887
"WP_STEROL_REGULATORY_ELEMENTBINDING_PROTEINS_SREBP_SIGNALING","3949","Apalu_vs_Control_DHT","WikiPathways",0.00751745952164887
"WP_STEROL_REGULATORY_ELEMENTBINDING_PROTEINS_SREBP_SIGNALING","2194","Apalu_vs_Control_DHT","WikiPathways",0.00751745952164887
"WP_STEROL_REGULATORY_ELEMENTBINDING_PROTEINS_SREBP_SIGNALING","23175","Apalu_vs_Control_DHT","WikiPathways",0.00751745952164887
"WP_STEROL_REGULATORY_ELEMENTBINDING_PROTEINS_SREBP_SIGNALING","1622","Apalu_vs_Control_DHT","WikiPathways",0.00751745952164887
"WP_STEROL_REGULATORY_ELEMENTBINDING_PROTEINS_SREBP_SIGNALING","6319","Apalu_vs_Control_DHT","WikiPathways",0.00751745952164887
"WP_STEROL_REGULATORY_ELEMENTBINDING_PROTEINS_SREBP_SIGNALING","3157","Apalu_vs_Control_DHT","WikiPathways",0.00751745952164887
"WP_STEROL_REGULATORY_ELEMENTBINDING_PROTEINS_SREBP_SIGNALING","2222","Apalu_vs_Control_DHT","WikiPathways",0.00751745952164887
"WP_STEROL_REGULATORY_ELEMENTBINDING_PROTEINS_SREBP_SIGNALING","3638","Apalu_vs_Control_DHT","WikiPathways",0.00751745952164887
"WP_FOXA2_PATHWAY","10257","Apalu_vs_Control_DHT","WikiPathways",0.00751745952164887
"WP_FOXA2_PATHWAY","31","Apalu_vs_Control_DHT","WikiPathways",0.00751745952164887
"WP_FOXA2_PATHWAY","2194","Apalu_vs_Control_DHT","WikiPathways",0.00751745952164887
"WP_FOXA2_PATHWAY","8660","Apalu_vs_Control_DHT","WikiPathways",0.00751745952164887
"WP_FOXA2_PATHWAY","51085","Apalu_vs_Control_DHT","WikiPathways",0.00751745952164887
"WP_ENTEROCYTE_CHOLESTEROL_METABOLISM","3949","Apalu_vs_Control_DHT","WikiPathways",0.0168280976319038
"WP_ENTEROCYTE_CHOLESTEROL_METABOLISM","10682","Apalu_vs_Control_DHT","WikiPathways",0.0168280976319038
"WP_ENTEROCYTE_CHOLESTEROL_METABOLISM","1718","Apalu_vs_Control_DHT","WikiPathways",0.0168280976319038
"WP_ENTEROCYTE_CHOLESTEROL_METABOLISM","1717","Apalu_vs_Control_DHT","WikiPathways",0.0168280976319038
"WP_ENTEROCYTE_CHOLESTEROL_METABOLISM","3157","Apalu_vs_Control_DHT","WikiPathways",0.0168280976319038
"WP_ENTEROCYTE_CHOLESTEROL_METABOLISM","2222","Apalu_vs_Control_DHT","WikiPathways",0.0168280976319038
"WP_PROSTAGLANDIN_SYNTHESIS_AND_REGULATION","10257","Apalu_vs_Control_DHT","WikiPathways",0.0244962098654866
"WP_PROSTAGLANDIN_SYNTHESIS_AND_REGULATION","3248","Apalu_vs_Control_DHT","WikiPathways",0.0244962098654866
"WP_PROSTAGLANDIN_SYNTHESIS_AND_REGULATION","5734","Apalu_vs_Control_DHT","WikiPathways",0.0244962098654866
"WP_PROSTAGLANDIN_SYNTHESIS_AND_REGULATION","8644","Apalu_vs_Control_DHT","WikiPathways",0.0244962098654866
"WP_PROSTAGLANDIN_SYNTHESIS_AND_REGULATION","1909","Apalu_vs_Control_DHT","WikiPathways",0.0244962098654866
"WP_PROSTAGLANDIN_SYNTHESIS_AND_REGULATION","1583","Apalu_vs_Control_DHT","WikiPathways",0.0244962098654866
"WP_CHOLESTEROL_BIOSYNTHESIS_WITH_SKELETAL_DYSPLASIAS","10682","Apalu_vs_Control_DHT","WikiPathways",0.0340465657429365
"WP_CHOLESTEROL_BIOSYNTHESIS_WITH_SKELETAL_DYSPLASIAS","1718","Apalu_vs_Control_DHT","WikiPathways",0.0340465657429365
"WP_CHOLESTEROL_BIOSYNTHESIS_WITH_SKELETAL_DYSPLASIAS","1717","Apalu_vs_Control_DHT","WikiPathways",0.0340465657429365
"WP_METABOLIC_REPROGRAMMING_IN_PANCREATIC_CANCER","6675","Apalu_vs_Control_DHT","WikiPathways",0.0440455076491482
"WP_METABOLIC_REPROGRAMMING_IN_PANCREATIC_CANCER","6510","Apalu_vs_Control_DHT","WikiPathways",0.0440455076491482
"WP_METABOLIC_REPROGRAMMING_IN_PANCREATIC_CANCER","3949","Apalu_vs_Control_DHT","WikiPathways",0.0440455076491482
"WP_METABOLIC_REPROGRAMMING_IN_PANCREATIC_CANCER","2194","Apalu_vs_Control_DHT","WikiPathways",0.0440455076491482
"WP_METABOLIC_REPROGRAMMING_IN_PANCREATIC_CANCER","6646","Apalu_vs_Control_DHT","WikiPathways",0.0440455076491482
"WP_METABOLIC_REPROGRAMMING_IN_PANCREATIC_CANCER","8501","Apalu_vs_Control_DHT","WikiPathways",0.0440455076491482
"WP_SREBF_AND_MIR33_IN_CHOLESTEROL_AND_LIPID_HOMEOSTASIS","3949","Apalu_vs_Control_DHT","WikiPathways",0.0440455076491482
"WP_SREBF_AND_MIR33_IN_CHOLESTEROL_AND_LIPID_HOMEOSTASIS","2194","Apalu_vs_Control_DHT","WikiPathways",0.0440455076491482
"WP_SREBF_AND_MIR33_IN_CHOLESTEROL_AND_LIPID_HOMEOSTASIS","6319","Apalu_vs_Control_DHT","WikiPathways",0.0440455076491482
"WP_SREBF_AND_MIR33_IN_CHOLESTEROL_AND_LIPID_HOMEOSTASIS","3157","Apalu_vs_Control_DHT","WikiPathways",0.0440455076491482
"Fatty acid metabolism","60481","Apalu_vs_Control_DHT","KEGG",0.00102679282082432
"Fatty acid metabolism","79993","Apalu_vs_Control_DHT","KEGG",0.00102679282082432
"Fatty acid metabolism","31","Apalu_vs_Control_DHT","KEGG",0.00102679282082432
"Fatty acid metabolism","2181","Apalu_vs_Control_DHT","KEGG",0.00102679282082432
"Fatty acid metabolism","2194","Apalu_vs_Control_DHT","KEGG",0.00102679282082432
"Fatty acid metabolism","6319","Apalu_vs_Control_DHT","KEGG",0.00102679282082432
"Fatty acid metabolism","126129","Apalu_vs_Control_DHT","KEGG",0.00102679282082432
"Fatty acid metabolism","9415","Apalu_vs_Control_DHT","KEGG",0.00102679282082432
"Fatty acid metabolism","9200","Apalu_vs_Control_DHT","KEGG",0.00102679282082432
"Fatty acid metabolism","79966","Apalu_vs_Control_DHT","KEGG",0.00102679282082432
"Biosynthesis of unsaturated fatty acids","60481","Apalu_vs_Control_DHT","KEGG",0.0103924261667947
"Biosynthesis of unsaturated fatty acids","79993","Apalu_vs_Control_DHT","KEGG",0.0103924261667947
"Biosynthesis of unsaturated fatty acids","6319","Apalu_vs_Control_DHT","KEGG",0.0103924261667947
"Biosynthesis of unsaturated fatty acids","9415","Apalu_vs_Control_DHT","KEGG",0.0103924261667947
"Biosynthesis of unsaturated fatty acids","9200","Apalu_vs_Control_DHT","KEGG",0.0103924261667947
"Biosynthesis of unsaturated fatty acids","79966","Apalu_vs_Control_DHT","KEGG",0.0103924261667947
"Steroid biosynthesis","10682","Apalu_vs_Control_DHT","KEGG",0.0103924261667947
"Steroid biosynthesis","1718","Apalu_vs_Control_DHT","KEGG",0.0103924261667947
